CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
79,0.33438848145328215,-7,321
80,0.3990064073092766,3,542
81,0.5797950380953791,-3,320
82,0.236871520766938,8,171
83,0.2821284718204825,-4,653
84,0.8986561662596607,8,151
85,0.7449734146969356,-8,937
86,1.0971359896935007,-9,223
87,0.8384302377686769,0,347
88,0.822702719811657,9,523
89,1.0494780495572202,-7,320
90,0.8609040954391849,0,565
91,0.8084163569595271,8,805
92,0.9683477726942523,-4,35
93,0.5788246632666908,8,299
94,0.19304566843876605,-2,49
95,0.8771412982682842,4,806
96,0.31304338969104006,3,460
97,0.8522253643917309,-6,103
98,0.14950218019556086,9,554
99,0.8881055637123731,1,254
100,1.0860273306306618,7,554
101,1.0336311655645087,-5,904
102,0.7839742743968452,5,444
103,0.43312335576145666,1,514
104,0.8904892583691166,-5,550
105,0.8475519468291696,-10,618
106,0.5570152973782344,-10,553
107,0.7744131067866244,-5,672
108,0.5425951612660183,-7,428
109,0.25449733786929385,-7,463
110,0.5151608328701146,7,255
111,0.3652784197506568,3,612
112,0.8254162252568367,7,662
113,0.4789967644330084,7,539
114,0.801345838631919,-4,952
115,0.3217361327559394,3,657
116,0.5985318875066445,7,576
117,0.6452386158719451,5,52
118,0.25195549920171567,7,344
119,0.7446889664857189,-2,722
120,0.8638029480161121,-2,422
121,0.922178604228681,1,497
122,0.5887499756064337,-1,715
123,0.8739572929563668,-2,859
124,0.37495005189152053,-6,608
125,0.6678530683657535,-4,233
126,0.3890860257539297,-6,47
127,0.4442932287065434,-4,585
128,1.0374940108924817,1,942
129,0.4487996395332532,9,781
130,0.9358618113930834,-3,561
131,1.0451321236071658,7,884
132,0.7844074921056838,3,691
133,0.45470706364983504,-8,129
134,0.21913800245750395,0,631
135,0.41434642826568535,0,775
136,1.0470130356674199,5,746
137,0.7467802554855876,5,560
138,0.6675343759244458,-3,945
139,0.14134990463784117,7,445
140,0.8502020241926033,-1,778
141,0.6048297731942377,-8,499
142,0.4200717001331018,-4,699
143,0.11274564741902518,7,186
144,0.6948114305043386,8,296
145,0.8984427068845822,2,233
146,0.3108017554572514,-2,265
147,0.6296471249797152,-2,160
148,0.38569403783212985,-3,583
149,0.45183142419093536,6,203
150,0.4224844488854631,-7,397
151,0.7853444285474278,7,939
152,0.9335697777458344,-10,114
153,0.35364743261812925,-3,494
154,0.6008687628414441,2,281
155,1.0991764398447366,-3,179
156,0.4145510555675562,7,401
157,0.1880462535224187,1,616
158,0.7489446430919535,-3,832
159,0.8838076549351873,7,163
160,0.9591943812540805,-5,931
161,0.19491512754241738,-9,32
162,0.2967591013666686,6,340
163,0.6207662448743119,-1,311
164,1.0215484299111075,-1,609
165,0.2566146210521093,-9,882
166,1.0459804087070788,-2,571
167,0.773801383870024,-9,566
168,1.048577821096027,8,585
169,0.42287379702438155,9,294
170,0.6423047834485801,4,951
171,0.4813625977555992,-4,380
172,0.6706285354379707,9,831
173,0.2614277794980596,-3,677
174,0.9615549213792234,-6,322
175,0.7671959647637723,-4,188
176,0.9506361450871106,5,725
177,0.11538313796423386,-6,808
178,0.37377068664527624,-5,758
179,0.6867823427116075,7,950
180,1.0214707527980194,-10,807
181,0.8850859471543704,-3,299
182,0.8174387369174213,-1,453
183,0.8633517284092935,3,752
184,0.7845565198148717,-2,633
185,0.18646611906713442,1,589
186,0.6448222034184133,-5,415
187,0.17975414058460407,-5,979
188,0.4841062190818337,-6,466
189,0.6270229359153725,-4,992
190,1.0299878392191797,-4,140
191,0.8926821292273784,-5,608
192,0.25105254049041204,-10,568
193,0.6182506564044974,-8,530
194,0.16229986876528227,-7,914
195,0.7029774305679342,-5,355
196,0.1561777112820462,1,84
197,1.057237220929438,7,619
198,1.0645720040624453,-10,764
199,0.4054101519627963,0,434
200,0.3811661183688225,-10,215
201,0.9371500630335389,-2,671
202,0.8675936133984976,7,797
203,0.8163616528387805,9,904
204,0.15057258475394256,-2,936
205,0.5077961978389679,-6,708
206,0.536270559927336,-6,201
207,0.8407589084694201,-8,874
208,0.8724995031681035,8,721
209,0.11619707477329902,9,973
210,0.2620942376082269,-5,88
211,0.245074790167937,-10,805
212,0.15122058392189355,5,287
213,0.3783884960035918,4,631
214,0.794931426569597,-8,975
215,0.18767005231438919,-9,787
216,0.10527995581626184,4,253
217,0.9171994180205917,2,638
218,1.0873717503319118,7,325
219,0.7926841175040966,0,389
220,0.16955106087996089,4,49
221,0.2630654428090371,-8,507
222,0.828254369707946,-3,158
223,0.5409215731306899,9,983
224,0.504860499870365,-10,428
225,0.895756439363706,8,190
226,0.644085338225038,1,744
227,0.3580060534621575,4,912
228,0.7724348859318309,9,564
229,0.7218867398664195,9,880
230,0.27596679088528764,7,321
231,1.0057365526612823,5,770
232,0.8681650963958173,-3,370
233,0.9482061869733855,8,3
234,0.45419819666156314,6,411
235,0.3981783180088645,-7,785
236,0.3510964807582143,0,615
237,0.7998827014426333,0,329
238,0.8167071115480818,-5,358
239,0.6179496390836116,7,770
240,0.31740294394904534,9,963
241,0.5944440361632287,-7,968
242,1.0162150240020953,5,362
243,0.8189844659083102,3,146
244,0.622938724154469,9,720
245,1.0352455340901299,9,645
246,1.027374975918519,3,340
247,0.8487807057415414,5,163
248,0.17888805271347666,1,714
249,0.3982162677276557,4,42
250,0.996589429075486,1,543
251,0.9078289607129704,-6,107
252,0.5042539800174778,4,885
253,1.0041414010052003,-8,812
254,0.5093284322988649,-1,81
255,0.16179457259351818,-7,311
256,0.5457016046660876,3,167
257,0.6627831781069372,-8,899
258,0.5389801798917035,2,765
259,1.0066452724110126,-9,965
260,0.956410399781602,-6,76
261,0.4294314835907507,-10,450
262,0.12323129864520624,-8,350
263,1.0174806574547157,-7,516
264,0.7153253354328094,-8,500
265,0.36466770154961126,-1,53
266,0.9476719755973384,4,348
267,0.41207237130477925,-3,600
268,0.30336975546595,-1,373
269,0.232436301845827,-8,479
270,0.5113035599860987,-6,827
271,0.7046879818763263,6,390
272,0.5575674677796398,7,882
273,0.12486295920553339,2,373
274,0.4659033138646902,-5,659
275,0.1929693654917453,-2,515
276,1.0028487967869513,9,293
277,0.2267888041090325,-5,754
278,0.3467514308743579,3,642
279,0.5640107562975838,-9,31
280,0.19079303481644885,2,79
281,1.0957068688959035,-2,313
282,0.12502633056914683,7,38
283,0.988080081940422,-7,390
284,0.5407211966784436,4,169
285,0.2860029736487002,-9,899
286,0.2780250720408828,3,265
287,0.8254271458707716,-4,992
288,0.23330006818055662,2,722
289,0.7689668077794337,-1,756
290,0.19921110661959465,2,165
291,0.7919346750524591,1,210
292,0.5592402568077347,-5,544
293,1.0021286064209494,-5,821
294,0.3160294122571191,-10,71
295,0.8407625668211681,-10,791
296,0.24508988228132159,9,322
297,0.5463640137956253,-3,385
298,0.23184155704852785,2,36
299,0.3380370647235835,7,98
