CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
80,0.2594662006770586,-8,659
81,0.775447711161617,-7,612
82,0.25826242388281617,-5,374
83,0.9538020197015921,-4,171
84,0.38030626615533036,0,825
85,0.8800395100067414,-6,508
86,0.9966543988506249,-2,324
87,0.5669141153581386,-10,89
88,0.34001442953291516,0,816
89,0.14681822408112336,-6,924
90,0.629369802207962,6,330
91,0.37125795706400144,7,583
92,0.4085316312954863,1,618
93,0.641071716147228,-3,380
94,0.922319527509652,2,75
95,0.8635601549612824,9,879
96,0.7210390945932196,1,870
97,0.8026449112515427,9,755
98,0.378577199549881,-10,851
99,0.7221437324040042,-8,770
100,0.20616223987602947,9,694
101,0.4759586431291919,8,809
102,0.49165862291198426,8,766
103,0.5591452693006217,1,162
104,0.21926166411712047,-2,66
105,0.9615255939233961,-2,49
106,0.7125970830858964,-10,139
107,0.21420367757327233,6,640
108,1.0858364588938514,7,777
109,1.099834130984702,6,593
110,1.073999963580799,-9,956
111,0.48110960348491505,9,433
112,0.911136587494871,9,871
113,1.0266849776234417,-3,770
114,0.6044117107144341,0,182
115,0.42188313627273666,9,140
116,0.6576489696227288,-4,74
117,0.19642191173408932,-10,716
118,0.7589309393634913,-4,517
119,0.16221207362934512,4,175
120,0.8794254747461409,7,495
121,0.21742717361129807,9,587
122,1.0843481220609,-5,961
123,0.8203194271001111,-2,154
124,0.4014397838800373,-2,478
125,0.3049741573434219,0,636
126,0.7143917415619307,-2,691
127,0.2885722595108383,0,452
128,0.11475480385098849,-5,791
129,0.14221769347629457,-3,432
130,0.80463972405628,0,105
131,0.8305723361371318,5,295
132,0.12174424939465103,1,382
133,0.7609266688376496,1,488
134,0.6875796668779186,-5,475
135,0.25378421948732954,-3,112
136,1.0139079129257709,7,349
137,0.2568891969007727,6,249
138,0.7284036383481118,-7,851
139,0.394799949282312,3,116
140,0.14559704652251562,-6,845
141,0.37450801122666866,-7,472
142,1.0701939384182722,-1,450
143,0.4327585000614258,-5,544
144,0.21437533734095018,2,746
145,0.9205344407874525,-6,647
146,0.5748192518201319,0,640
147,0.5272144917188871,3,140
148,0.2741227156770939,4,899
149,1.0425189429164894,9,946
150,1.0224609442726005,8,771
151,0.19165276217037733,-8,3
152,0.6668284007861244,0,526
153,0.3667153755202329,-4,595
154,0.557062784515107,-5,286
155,0.9569968813744346,0,18
156,0.10900153055595599,-8,645
157,0.26676002129646703,-2,22
158,0.37952804270102336,-4,450
159,1.0911707247070972,1,995
160,0.9661590087390255,-7,395
161,0.8056013724220797,-1,384
162,0.9021847278706535,0,880
163,1.0945622880239412,9,271
164,0.9723333366701873,-2,847
165,0.9393555430235276,-10,47
166,1.0106809140984643,9,766
167,0.6509794962204226,-10,590
168,0.5090161882055467,-6,904
169,0.7774890531140365,-9,915
170,0.644658071361605,-4,151
171,0.4969126200458688,-8,559
172,0.8816322598919782,4,245
173,0.6614432754872207,0,3
174,0.8435321630513593,6,667
175,1.0143204926877352,6,253
176,1.0931613355641734,9,567
177,0.7298702276627755,7,260
178,0.9861069932323521,-4,111
179,0.8199198057318007,-4,883
180,0.4771649544039438,-7,655
181,0.30320922726705024,0,644
182,0.6909849507275007,2,121
183,0.7434861745473726,-10,861
184,0.7152888050473002,-9,183
185,0.8173979888484892,-9,536
186,0.8147890599638039,-5,970
187,0.47551349566951673,6,779
188,0.2828622568620476,4,707
189,0.40936381092913143,-5,664
190,0.2531079211534287,7,599
191,0.7108680340668626,2,226
192,0.5250802180910448,-1,787
193,0.1483336528497187,4,315
194,0.5109913448143617,7,185
195,1.064975344164698,-2,125
196,0.7437199457453681,5,505
197,0.5561470652539671,5,743
198,0.16288055465581877,-5,670
199,1.0051583589032538,-6,958
200,0.8204344719027882,1,642
201,1.0707123318573568,0,806
202,0.7974579408155608,6,786
203,0.6702162304724983,2,809
204,0.3702422311431389,-1,689
205,0.471174252349038,0,329
206,0.6636074675871589,-2,458
207,0.8010064594388548,-8,225
208,0.5293855209356885,6,76
209,1.089778215453863,-5,743
210,0.5694407192154048,-2,495
211,0.1424872680315852,-10,470
212,0.7958250526222643,6,504
213,0.5981995667053281,-6,586
214,0.7408923459513533,-1,472
215,0.17590013096098292,-10,48
216,0.42490597471862834,-9,154
217,0.7698418262531597,3,463
218,0.22263786555154144,7,887
219,1.0064050401923248,-1,66
220,0.8422466466990062,6,930
221,0.40842844460812044,9,110
222,0.6851863525636457,7,183
223,0.8781102829407367,-10,1
224,0.5040090780449604,9,269
225,0.8551366564563857,0,203
226,0.5609963634549121,-5,636
227,0.4748429220365079,5,635
228,0.9315360461178448,-3,602
229,0.9525937550793889,1,243
230,0.4662837389377379,-7,108
231,0.6462808560369203,-3,884
232,0.6810204707901378,3,8
233,1.0333721139187348,1,499
234,0.2664430403634256,-9,578
235,1.0350905966919348,8,978
236,0.4263050948635738,9,433
237,0.7267960054189838,-9,498
238,0.6096614914451576,-1,13
239,0.5235459975095483,0,303
240,0.16234352503402963,-10,840
241,0.40689640145884076,2,907
242,0.78294422681224,-1,55
243,0.6021654980658375,5,856
244,0.5619611468103743,-1,941
245,0.5374470654535026,-4,23
246,0.4241362771348872,-4,488
247,0.20721200099044793,8,9
248,0.7867793881678874,-4,519
249,0.6589766822149566,-8,721
250,0.5998762856196773,-3,20
251,0.3603231497959851,-2,613
252,0.5887213196522836,-2,142
253,0.3827713432457527,-9,510
254,0.7000084531331459,4,130
255,1.0387830171586858,9,925
256,0.32338960564068564,7,687
257,0.1093588090855814,7,218
258,0.6748603963791264,-10,998
259,0.5549459330081986,-2,612
260,0.31328682770638205,-9,957
261,0.40798699004586647,-1,409
262,0.36585690462971754,2,266
263,0.5970345005683141,-4,885
264,0.8487477681579614,8,635
265,0.5395651900670395,9,611
266,0.2280779816648351,-10,366
267,0.11516662520118695,-2,41
268,1.097482400985079,9,325
269,0.3220689160006741,-8,130
270,0.6036788166836488,-3,784
271,0.48070856452396094,-7,385
272,0.5616841199985737,1,527
273,0.5489389290084614,7,908
274,0.8703751595918903,-2,526
275,0.19221880932022764,-7,486
276,0.24907057035128047,9,629
277,0.6428194774889159,-8,545
278,0.315611874661881,6,344
279,0.6680345454151158,-1,125
280,0.48901549654092535,-5,961
281,0.17710658883916078,-3,985
282,0.9812133939070682,-2,69
283,0.9813252216584254,0,614
284,0.22799060800838603,-5,824
285,0.5696530195729066,2,423
286,0.4172519839212411,5,508
287,0.3397645793480356,-4,686
288,0.7950376707224502,-1,895
289,0.7076033554892774,6,52
290,0.8920278605699445,-4,559
291,0.8137300406093986,1,264
292,0.2640137510324646,5,817
293,0.8217032751207437,-3,980
294,0.42108760937582557,-5,415
295,1.0499818275290667,-5,60
296,1.0131011163949988,5,24
297,0.723071559316553,2,63
298,1.0393853838006948,-6,266
299,0.35533700272181257,-9,721
