CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
176,0.9788609269793714,5,254
177,0.9765177881747444,-5,993
178,1.0851392299259246,-5,515
179,0.11190364932149091,5,415
180,1.0547837927250416,2,336
181,0.7312985768503404,-2,222
182,0.964779596695295,-10,946
183,1.0386088237096474,-3,79
184,0.7469101032232216,-3,609
185,0.811566140178016,-10,431
186,0.5019307724572263,2,566
187,0.6285449840753126,4,178
188,0.6292429456643843,-7,244
189,0.9555467063209736,-9,968
190,0.4713951997254586,5,825
191,0.43311405624115307,0,621
192,0.7460736339978365,4,831
193,0.3011464732899529,-3,452
194,0.10029313488046057,4,609
195,0.11078654341507568,1,382
196,0.43534034952940615,7,482
197,0.18337227262196645,-10,396
198,0.18883335704871176,4,259
199,0.19052564271325015,0,298
200,0.40100262121692565,-3,835
201,0.32442429260652994,3,47
202,1.012996535675692,-3,978
203,1.054339635352291,-2,876
204,0.2405258594538873,8,748
205,0.767523607878421,-3,482
206,0.27240435155699994,3,322
207,0.804181868569965,-1,182
208,0.7449993015846714,1,24
209,0.547193370042575,3,75
210,0.46116176232918515,5,268
211,0.5776239681720755,1,27
212,0.13815954172107905,-2,926
213,0.7437872187993023,1,770
214,0.12159120080805533,1,586
215,0.24528921806658746,5,596
216,0.4726227216130331,-3,489
217,0.7024188677824074,-6,284
218,0.4663707926923495,-5,952
219,0.9704351034966743,7,739
220,1.0567168792723527,-6,618
221,0.7817649262488447,-4,651
222,0.5451535255720203,-2,435
223,0.9910374404266686,7,119
224,1.062454143567536,-6,472
225,0.15215001651100937,-2,110
226,0.29078160817297694,8,632
227,0.3520330005235556,-7,851
228,0.7310626724021556,-6,701
229,0.9568030140080617,0,497
230,0.5639924789281759,-1,645
231,0.9367953097485289,-2,786
232,0.3331026037297611,6,714
233,0.11581289174203704,0,746
234,0.2113911245510615,3,823
235,0.5608950491069011,8,579
236,0.7688671987154571,3,955
237,0.3254963802161812,-8,706
238,0.28878851983206744,-5,946
239,0.1949865760460994,-1,401
240,0.13008927530754935,-9,692
241,0.9506315033077141,6,337
242,0.715143929447543,8,173
243,0.854923208730387,4,130
244,0.2190720073801923,7,861
245,0.9125111217417927,-6,939
246,0.40054909602176125,0,699
247,0.33081596999218144,-4,152
248,0.8567040904770951,1,435
249,0.7344584040479204,-5,274
250,0.4391148648444181,8,115
251,0.9507948362896788,9,525
252,1.036009894916773,5,139
253,0.20545445082661765,1,977
254,0.8236752552038786,-10,395
255,0.5380843677469151,-7,681
256,0.11779506908564555,-2,662
257,1.0599183498050089,4,390
258,1.0190150007851932,-1,763
259,0.9652277837848202,-5,532
260,0.8918491335286597,2,584
261,0.3727079418131345,3,130
262,0.4665491899354801,-9,96
263,0.6510414664123042,8,349
264,0.6421641747180674,-3,332
265,0.35971795121559524,-5,405
266,0.6532461050654951,8,530
267,0.8370207012871487,-8,739
268,0.5301398608541735,4,124
269,1.0990142066797248,-9,58
270,0.8403254631824904,-8,244
271,0.3363337301123013,7,430
272,0.1550434712440019,0,477
273,0.18479721891599635,-3,820
274,0.6103183764886609,0,864
275,0.3932301293328828,-4,536
276,0.80782529651116,-5,569
277,0.27234738390576196,-2,166
278,0.8829975181537222,-9,429
279,0.5980314313085369,-6,172
280,0.11032882414761139,4,865
281,0.39511693542334714,8,78
282,0.4543379023258326,5,786
283,1.0937151256326192,2,798
284,0.9267271149743722,8,390
285,1.0088194124202263,-1,559
286,0.9927985562252167,5,228
287,0.29261094195175463,6,35
288,0.3162876283852666,3,235
289,1.0616354993504646,-4,725
290,1.0328332993161475,1,127
291,0.5032330938712644,-5,134
292,0.712981658318142,7,440
293,0.7498808493235478,9,990
294,0.7111356284945745,-7,9
295,1.0912749407156288,-4,520
296,0.5710077173418396,0,971
297,0.6158239895052776,5,892
298,0.7855988915229517,3,600
299,0.4971524734039081,9,702
