CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
98,0.12308872068451418,7,991
99,0.8776988776056635,9,654
100,0.5924149504877088,9,228
101,0.15927314164048115,-1,433
102,0.6567770982193605,0,85
103,0.8365496076033868,-6,906
104,0.32215416541441966,-4,820
105,1.0156997593577208,7,306
106,0.4150219422589688,-4,443
107,0.7965652062092597,-7,114
108,0.9452311719551089,-3,429
109,0.4519608854353223,0,983
110,1.0373540551966858,2,281
111,0.795441023526904,-6,337
112,0.14497741104122144,-2,773
113,0.9015325264758678,-7,66
114,0.8684799550122918,8,180
115,0.7732979601970301,-3,648
116,0.339165676528814,-2,635
117,0.42564344967543255,-8,990
118,0.6243269272688508,-7,895
119,0.8618229380110295,-1,479
120,0.3102775709722855,2,18
121,0.8549099484270362,8,277
122,0.6731302964608264,7,173
123,0.1475993914786208,0,695
124,0.6817289918527714,-1,708
125,0.5187896935187211,-9,367
126,0.20646615786808478,2,148
127,0.10474241140809351,4,459
128,0.9349180900915665,-1,285
129,0.914870806573138,2,658
130,0.9301241576822205,-1,62
131,0.26520457170804745,-5,355
132,0.331201549090121,-5,493
133,0.40877325820207877,-5,17
134,0.37665367089775814,-7,637
135,0.43551566955355314,5,78
136,0.28361024386541667,-4,74
137,0.5966060952799205,-5,322
138,0.3740708088224285,3,275
139,0.4773907828887999,-7,780
140,0.5341687723891435,0,618
141,0.8796144783711156,0,699
142,0.5059604701987264,9,461
143,0.31024633564966775,-5,994
144,0.8625214480011125,6,643
145,0.8402698183617681,4,140
146,0.3993329795951952,-5,578
147,0.9283932535076149,1,546
148,1.0611968249055899,-6,365
149,0.8683973320563015,-1,726
150,0.702811985477058,-5,179
151,0.3693106059393003,6,965
152,0.8743607717498827,-8,296
153,0.8255066685374829,3,531
154,0.9505074803380427,7,800
155,0.36227840134171074,0,299
156,0.48639171705785367,-7,136
157,0.37684151325854176,-6,164
158,0.39160717840058723,-1,635
159,0.377466089346271,1,509
160,1.0764958318976758,3,647
161,0.11736464245666137,1,557
162,0.4518483915899809,-6,672
163,0.8846358307596907,0,645
164,0.16573675511673194,-9,294
165,0.2813458488958902,2,781
166,0.7269897818855449,-3,414
167,0.2049359596840368,2,389
168,0.41089434913899103,9,498
169,0.18955771517125178,-2,942
170,0.9643345637301033,-7,182
171,0.4421966256698395,-1,290
172,1.0467492220053134,2,213
173,0.911472740424452,7,443
174,0.15284446636215657,-6,496
175,0.9130589010035993,-5,794
176,0.6997822132017785,-1,688
177,0.26961902343679967,-9,510
178,0.1404348650252595,-4,699
179,0.18861975740370443,-6,668
180,0.7060595495126689,-10,787
181,0.6590742046903939,0,863
182,1.078470618331418,1,892
183,0.5122270758105738,-8,967
184,0.13676992643362842,-2,497
185,0.9601708308528866,6,620
186,0.16791832766550688,-4,8
187,0.9216036837508169,-10,937
188,0.9600311641366271,-4,663
189,0.7551935581612621,-8,343
190,0.7080076099628724,3,930
191,0.9469653556991583,0,77
192,0.800330920237844,1,524
193,0.9140629862546138,6,776
194,0.3948468923389482,7,445
195,0.2708201316400979,8,368
196,0.34527031103557193,-2,77
197,0.6581046228304525,-9,760
198,0.7614023262918095,7,688
199,0.16701624167064547,9,536
200,1.0109257061906936,-8,107
201,0.7988371116956773,-3,951
202,0.6521394973062763,-9,401
203,0.8918912983788205,3,127
204,0.9696597273240529,-2,864
205,0.5891808295001038,9,367
206,0.7051450720377322,-1,279
207,0.3212626295272476,-3,464
208,0.7753136081502218,2,487
209,0.8547471788363182,6,965
210,0.20617398657573596,2,365
211,0.4884606936841013,-2,314
212,0.7525826825591059,6,893
213,1.0405117483400101,9,682
214,0.7330903237423999,4,21
215,0.9904447192342746,-5,955
216,0.2783561348091683,-5,113
217,0.8451331997366667,-4,651
218,0.4732299042070436,9,485
219,0.9360298995309464,6,973
220,1.0519546306167715,-5,795
221,1.095259192019429,4,603
222,0.17166447780228114,-9,345
223,0.6225391965422067,-3,929
224,0.4443932297831453,-8,854
225,0.9277365363629287,-9,731
226,0.39668878422438303,9,939
227,0.467843349425625,-5,74
228,0.9297216661859558,-6,650
229,0.4195552380379032,-7,442
230,0.4793520927184728,7,282
231,0.7630083247640018,9,478
232,0.6694890359780203,3,873
233,0.42830598934037334,-5,180
234,0.2516709536253543,-4,160
235,0.19018658807475955,8,347
236,0.7296262170659951,-10,475
237,0.24577582185708605,1,791
238,0.13378890167786697,0,230
239,0.8331905161103611,-5,244
240,0.3840719106909489,-5,356
241,0.23113597043228842,2,722
242,0.35049432188920016,-4,733
243,0.5128881651574565,-3,564
244,0.3632242009453198,8,86
245,0.16829123563921203,-2,620
246,0.9093920892630364,-3,292
247,0.4853285732956151,1,736
248,0.8644258273603506,3,226
249,1.074934084597351,-5,726
250,0.15659903520364962,-10,83
251,0.37320070259510396,-3,794
252,0.3316605296773917,-2,212
253,0.3162634334030918,1,779
254,0.3271549285072697,-3,776
255,1.0335500446205395,-7,1
256,0.3736859412886063,8,58
257,0.5385717182527038,-8,821
258,0.8689323217125775,0,25
259,1.002570472350891,4,627
260,0.5756240672216715,-5,856
261,0.4240696714475416,-4,475
262,1.0143242746605707,-10,697
263,0.44950432001007756,-7,967
264,0.30086833889347286,6,497
265,0.4276693228167222,-8,888
266,0.19033985874322504,5,541
267,0.8367507560328139,-7,50
268,0.6338898486097625,-7,407
269,1.029207175422531,5,117
270,0.6065900117713751,0,207
271,0.9667957171415089,9,260
272,0.7349947879789648,-1,411
273,0.8869809437804009,7,742
274,0.9832461657634639,8,15
275,0.8297420295371448,9,554
276,0.4778363960032357,6,368
277,0.10361600714440924,1,12
278,0.5986561664884555,-5,880
279,0.33938600897071936,8,85
280,0.7602812582366956,4,878
281,0.6097398600932217,-3,91
282,0.3592374506682118,-7,55
283,0.17791753783392708,-6,454
284,0.5404719279598537,1,932
285,0.3663795661133139,5,783
286,0.6785137742729308,-10,474
287,0.6040451822682593,7,212
288,0.33166592273257967,-1,478
289,0.89991893586191,-2,542
290,0.26643686111590215,-2,749
291,0.9781784952205574,-7,903
292,0.5632992013580629,5,459
293,0.5549464632957103,-9,615
294,0.7977900547224304,-1,931
295,1.006725059612674,5,729
296,0.8990420900040588,5,843
297,0.3754292289485923,6,871
298,0.9718977373927433,5,840
299,1.0769214680337447,-10,75
